budget_year,expenditure_area,expenditure_area_name,appropriation_rows,approved_budget_msek,amendments_msek,outturn_msek,source_url
2010,22,Kommunikationer,25,40056.327,523.0,39784.316697910006,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,23,"Areella näringar, landsbygd och livsmedel",33,19082.120000000003,54.900000000000006,17447.406608629997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,24,Näringsliv,31,5474.794,3151.5,8478.37976182,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,25,Allmänna bidrag till kommuner,4,75563.48900000002,125.497,75691.24953500001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,26,Statsskuldsräntor m.m.,5,23170.0,0.0,23361.19461408,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2010,27,Avgiften till Europeiska unionen,1,29680.044,0.0,30406.6989469,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,1,Rikets styrelse,22,11631.926000000003,45.0,11475.05094497,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,2,Samhällsekonomi och finansförvaltning,18,12699.098,2.0,12607.206361870001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,3,"Skatt, tull och exekution",3,10008.981,41.7,9910.251154029998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,4,Rättsväsendet,16,36753.36499999999,166.0,37159.87318033001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,5,Internationell samverkan,12,2001.841,4.5,1892.1524471600005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,6,Försvar och samhällets krisberedskap,28,45256.494000000006,0.0,44108.32091065002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,7,Internationellt bistånd,7,30512.985,-650.465,29198.609912019998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,8,Migration,8,7157.361000000001,875.0,7572.11666017,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,9,"Hälsovård, sjukvård och social omsorg",42,60066.95000000001,20.0,56538.47320041998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,8,93840.789,0.0,95800.13508422002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,11,Ekonomisk trygghet vid ålderdom,5,40624.493,119.0,41590.09547415,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,12,Ekonomisk trygghet för familjer och barn,8,73092.35500000001,0.0,71994.2025467,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,13,Integration och jämställdhet,13,5506.063999999999,530.5,4704.893634920002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,14,Arbetsmarknad och arbetsliv,19,70153.37999999999,474.0,63548.28622844999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,15,Studiestöd,7,23472.135000000002,0.0,21813.311372759996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,16,Utbildning och universitetsforskning,95,54414.66699999999,0.0,53576.153328670014,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,17,"Kultur, medier, trossamfund och fritid",57,12340.435000000001,15.0,12089.132387819998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",17,1282.1950000000002,11.2,1109.98759117,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,19,Regional utveckling,5,3509.701,0.0,3222.14770579,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,20,"Klimat, miljö och natur",21,5128.860999999999,15.5,5068.625024969999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,21,Energi,18,2919.8179999999998,14.0,2963.12739666,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,22,Kommunikationer,25,40124.753000000004,0.0,38709.85566853001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,23,"Areella näringar, landsbygd och livsmedel",31,17866.635000000002,24.5,16371.59929856,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,24,Näringsliv,33,5449.098999999999,26.35,5344.291435559999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,25,Allmänna bidrag till kommuner,4,88024.65400000001,0.0,88023.35636899999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,26,Statsskuldsräntor m.m.,4,25970.0,10500.0,34491.25907121,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2011,27,Avgiften till Europeiska unionen,1,30637.317,0.0,30595.64174713,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,1,Rikets styrelse,23,12109.635,7.6,11851.1144161,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,2,Samhällsekonomi och finansförvaltning,19,13086.169999999998,2.4,13215.868696019996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,3,"Skatt, tull och exekution",3,10178.582,14.0,10272.43790781,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,4,Rättsväsendet,16,37866.546,199.5,38208.84950181,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,5,Internationell samverkan,11,2023.9299999999998,0.0,1549.92091088,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,6,Försvar och samhällets krisberedskap,24,45526.905,123.7,45412.40248463999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,7,Internationellt bistånd,7,30263.823,-338.98,30197.12276502,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,8,Migration,9,9067.976,340.0,8247.69870189,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,9,"Hälsovård, sjukvård och social omsorg",40,60078.114000000016,178.0,58689.94150261,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,93352.60999999999,2098.665,94852.70092679001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,11,Ekonomisk trygghet vid ålderdom,5,41059.712,873.576,41341.74295792,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,12,Ekonomisk trygghet för familjer och barn,8,76717.258,0.0,75579.43924656001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,13,Integration och jämställdhet,8,7376.853,5.1,5898.00606879,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,14,Arbetsmarknad och arbetsliv,19,71472.708,1105.0,67487.91917465001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,15,Studiestöd,7,22183.821999999996,77.673,21067.515905049997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,16,Utbildning och universitetsforskning,107,54333.41600000002,61.599999999999994,53691.146212610016,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,17,"Kultur, medier, trossamfund och fritid",56,12446.923000000003,0.0,12467.925844859998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",18,1152.414,0.0,980.6876860999998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,19,Regional utveckling,5,3398.701,25.0,3407.54369966,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,20,"Klimat, miljö och natur",20,5025.102,0.0,4830.966363510001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,21,Energi,15,2923.615,0.0,2762.37445707,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,22,Kommunikationer,22,43032.399000000005,0.0,42833.72695027,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,23,"Areella näringar, landsbygd och livsmedel",31,17732.511,11.5,16386.708057450003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,24,Näringsliv,31,6011.914,0.0,5882.480192190001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,25,Allmänna bidrag till kommuner,4,85075.08499999999,63.213,85138.29788800002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,26,Statsskuldsräntor m.m.,3,21870.0,6000.0,27381.07935812,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2012,27,Avgiften till Europeiska unionen,1,31291.127,0.0,31451.94675891,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,1,Rikets styrelse,21,12281.127,-9.0,12102.47764568,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,2,Samhällsekonomi och finansförvaltning,18,16009.929999999998,0.0,15809.519512350002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,3,"Skatt, tull och exekution",3,10222.616,130.0,10388.138716219999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,4,Rättsväsendet,16,39385.28700000001,1.2250000000000014,39292.177809270004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,5,Internationell samverkan,11,2033.9999999999998,0.0,1826.4014130399999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,6,Försvar och samhällets krisberedskap,24,46145.17399999999,0.5,45359.38830621001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,7,Internationellt bistånd,8,31191.712,-189.0,30775.558961820003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,8,Migration,9,9504.491999999998,499.0,9870.112435290004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,9,"Hälsovård, sjukvård och social omsorg",40,62252.179000000004,311.75,58994.26833084001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,94422.116,3200.0,96394.49864359999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,11,Ekonomisk trygghet vid ålderdom,5,40000.391,0.0,39985.421946459996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,12,Ekonomisk trygghet för familjer och barn,8,78137.38299999999,250.0,78532.97012748002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,13,Integration och jämställdhet,8,8560.296,0.0,7168.06939158,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,14,Arbetsmarknad och arbetsliv,18,69148.67300000002,1155.5,71389.20661847001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,15,Studiestöd,7,22025.538,418.0,20566.93302293,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,16,Utbildning och universitetsforskning,108,56995.35799999999,452.0000000000002,56343.807894389975,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,17,"Kultur, medier, trossamfund och fritid",51,12836.671000000002,9.0,12875.660041610001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",19,1192.525,4.26,999.4156166700001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,19,Regional utveckling,5,3390.701,30.0,3270.03461799,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,20,"Klimat, miljö och natur",20,4893.043,0.0,4806.85104639,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,21,Energi,15,2863.915,-1.225,2664.41721981,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,22,Kommunikationer,21,44565.814,-0.25,43617.60838950001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,23,"Areella näringar, landsbygd och livsmedel",29,16590.899,0.85,16006.301514110002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,24,Näringsliv,30,5253.044999999999,3.4,5247.950868509999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,25,Allmänna bidrag till kommuner,4,88905.77700000002,8.9,88914.66495700002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,26,Statsskuldsräntor m.m.,3,22168.0,0.0,16774.23006409,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2013,27,Avgiften till Europeiska unionen,1,33494.321,4621.775,37412.06681251,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,1,Rikets styrelse,21,13206.772000000004,0.0,13203.625215279999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,2,Samhällsekonomi och finansförvaltning,18,13848.478000000003,0.0,13858.828777280001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,3,"Skatt, tull och exekution",3,10515.523,75.0,10383.66555981,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,4,Rättsväsendet,16,40286.42999999999,200.0,40188.51061125001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,5,Internationell samverkan,11,2018.0870000000002,0.0,1662.43745632,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,6,Försvar och samhällets krisberedskap,24,47143.81,1960.3500000000001,47924.68220088001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,7,Internationellt bistånd,7,31830.987999999998,-962.0,31027.324202940003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,8,Migration,9,9919.330999999998,3847.462,12551.150758419999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,9,"Hälsovård, sjukvård och social omsorg",39,62160.768,0.0,61589.04085272001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,96519.84700000001,4130.765,99036.24180119998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,11,Ekonomisk trygghet vid ålderdom,5,39012.596000000005,83.412,39312.891573839996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,12,Ekonomisk trygghet för familjer och barn,8,81610.132,69.584,80809.29883692,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,13,Integration och jämställdhet,8,10089.57,100.0,9539.591063750002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,14,Arbetsmarknad och arbetsliv,17,72717.319,450.0,69585.67695274,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,15,Studiestöd,9,21005.141000000003,0.0,19953.36463577,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,16,Utbildning och universitetsforskning,104,59957.66600000002,6.400000000000006,59268.03419240003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,17,"Kultur, medier, trossamfund och fritid",50,13037.989000000001,0.0,12983.529868039997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",18,1229.6829999999998,0.0,1076.39788823,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,19,Regional utveckling,4,2972.701,-32.579,2878.53004594,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,20,"Klimat, miljö och natur",19,5155.997000000001,0.0,5085.10231398,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,21,Energi,14,2882.465,0.0,2911.2463827799997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,22,Kommunikationer,22,45389.59799999999,0.0,45923.40016671999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,23,"Areella näringar, landsbygd och livsmedel",26,15278.336000000001,514.51,16202.57058027,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,24,Näringsliv,28,5588.402999999999,33.487,5439.02192008,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,25,Allmänna bidrag till kommuner,3,93595.98300000001,3.116,93599.096816,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,26,Statsskuldsräntor m.m.,3,22084.2,0.0,3325.4958168999997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2014,27,Avgiften till Europeiska unionen,1,37700.222,0.0,41552.98003884,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,1,Rikets styrelse,21,12513.020000000002,104.0,12589.923044330004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,2,Samhällsekonomi och finansförvaltning,17,14368.357000000002,-33.5,14177.43252777,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,3,"Skatt, tull och exekution",3,10573.781,0.0,10753.59877731,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,4,Rättsväsendet,17,40752.577000000005,47.0,40423.73607139999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,5,Internationell samverkan,11,1919.062,50.0,1933.9722594100003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,6,Försvar och samhällets krisberedskap,23,48398.32100000001,-4.0,48217.909855289996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,7,Internationellt bistånd,7,29508.686000000005,-229.0,32213.120542419998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,8,Migration,9,17433.309,1440.0,18725.365598359993,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,9,"Hälsovård, sjukvård och social omsorg",37,61898.497,2869.884,64978.55593029001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,8,100474.087,2561.0,102603.09930203,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,11,Ekonomisk trygghet vid ålderdom,5,38015.424999999996,595.2,38135.918547090005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,12,Ekonomisk trygghet för familjer och barn,8,83124.69800000002,394.5,82930.53982129,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,13,Integration och jämställdhet,8,12718.043,13.799999999999997,11675.56123467,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,14,Arbetsmarknad och arbetsliv,18,71812.10199999998,1531.0,68657.47626524999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,15,Studiestöd,9,20302.28,664.4000000000001,19216.302029669998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,16,Utbildning och universitetsforskning,101,63485.902,351.392,62806.78960712998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,17,"Kultur, medier, trossamfund och fritid",51,12940.257000000003,551.0,13435.831947439998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",17,1207.973,1.2,1070.8950154300003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,19,Regional utveckling,4,2700.801,0.0,2242.74865025,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,20,"Klimat, miljö och natur",20,5341.118,706.3,5938.407396129999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,21,Energi,14,2522.448,-87.0,2343.35313485,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,22,Kommunikationer,20,48787.93299999999,614.0,47197.49185232001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,23,"Areella näringar, landsbygd och livsmedel",26,15656.027000000002,24.935,13397.560871090001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,24,Näringsliv,29,5309.161999999999,207.0,5475.25039667,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,25,Allmänna bidrag till kommuner,5,91441.00200000001,10663.0,102036.640152,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,26,Statsskuldsräntor m.m.,3,20526.2,8800.0,21935.91196821,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2015,27,Avgiften till Europeiska unionen,1,40126.178,3728.478,44231.50356491,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,1,Rikets styrelse,21,13036.904999999999,71.1,12991.35491383,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,2,Samhällsekonomi och finansförvaltning,18,14547.697,214.9,14769.067289789999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,3,"Skatt, tull och exekution",3,10782.946,0.0,10839.80434864,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,4,Rättsväsendet,17,41568.37800000001,705.97,42283.40793924001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,5,Internationell samverkan,11,1905.2030000000002,143.45000000000002,2070.46818239,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,6,Försvar och samhällets krisberedskap,22,48767.719000000005,301.0,49307.956335080016,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,7,Internationellt bistånd,6,32357.474,2321.3070000000002,31970.706488480002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,8,Migration,8,19419.719,24443.169,41251.38363327,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,9,"Hälsovård, sjukvård och social omsorg",36,69237.676,1905.43,63371.26387871999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,109868.281,480.0,105613.63292069001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,11,Ekonomisk trygghet vid ålderdom,5,36184.25,0.0,35928.17185317,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,12,Ekonomisk trygghet för familjer och barn,8,87129.05,0.0,86106.09345618,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,13,Integration och jämställdhet,8,16022.265000000003,227.0,14973.533177259998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,14,Arbetsmarknad och arbetsliv,19,84729.47499999999,-704.0,76757.23162390002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,15,Studiestöd,8,21707.932,4.53,19486.11067636,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,16,Utbildning och universitetsforskning,103,70134.15299999998,-1407.205,66031.09213349,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,17,"Kultur, medier, trossamfund och fritid",50,13848.141000000001,233.0,14071.55458268,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",20,6234.0239999999985,0.0,3059.04469903,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,19,Regional utveckling,4,3255.721,5.0,2613.8436589999997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,20,"Klimat, miljö och natur",21,7661.755999999999,177.0,7298.83600064,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,21,Energi,12,2871.751,0.0,2779.50693559,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,22,Kommunikationer,20,54066.99,-447.5,50033.395154,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,23,"Areella näringar, landsbygd och livsmedel",26,18919.553000000004,6.1000000000000085,15898.340347969995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,24,Näringsliv,29,5998.273000000001,-106.0,5890.929784499997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,25,Allmänna bidrag till kommuner,4,93398.25200000001,0.0,93349.623307,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,26,Statsskuldsräntor m.m.,3,10769.176000000001,0.0,1742.90461886,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2016,27,Avgiften till Europeiska unionen,1,31827.167,4499.86,30349.73363247,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,1,Rikets styrelse,20,13592.676,47.2,13654.491512609999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,2,Samhällsekonomi och finansförvaltning,18,15009.626999999999,25.0,15004.768431769999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,3,"Skatt, tull och exekution",3,10985.563999999998,38.0,11011.37116155,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,4,Rättsväsendet,17,42461.197,1408.0,44058.545762689995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,5,Internationell samverkan,11,1913.291,250.20000000000002,1953.3613348200001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,6,Försvar och samhällets krisberedskap,21,50194.967000000004,485.0,50323.41789323999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,7,Internationellt bistånd,6,34990.005,1784.554,36706.67201382999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,8,Migration,9,32580.319,6841.0,40033.513119949996,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,9,"Hälsovård, sjukvård och social omsorg",34,68496.16400000002,1948.0,67411.13500985001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,107051.80500000001,120.0,101868.16484805,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,11,Ekonomisk trygghet vid ålderdom,5,34774.450999999994,0.0,34657.67373785,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,12,Ekonomisk trygghet för familjer och barn,8,89491.39799999999,-104.563,88659.9255322,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,13,Integration och jämställdhet,9,26255.493000000002,22.0,18575.778093289995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,14,Arbetsmarknad och arbetsliv,19,82036.40100000003,60.5,76914.21546636001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,15,Studiestöd,9,22433.998999999996,0.0,19670.73538058,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,16,Utbildning och universitetsforskning,104,72386.70700000001,676.45,71104.11209991004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,17,"Kultur, medier, trossamfund och fritid",51,14521.253999999999,0.0,14475.495515710001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",19,6764.5599999999995,40.0,3802.6354355000003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,19,Regional utveckling,4,3595.4809999999998,0.0,2808.29513749,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2017,20,"Klimat, miljö och natur",21,8403.539,509.0,7780.1020456,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
