budget_year,expenditure_area,expenditure_area_name,appropriation_rows,approved_budget_msek,amendments_msek,outturn_msek,source_url
2024,20,"Klimat, miljö och natur",23,19307.359,315.5,14587.216696169999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,21,Energi,15,5604.32,70.0,4401.830807,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,22,Kommunikationer,26,82874.98000000001,2068.0,81216.29673813,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,23,"Areella näringar, landsbygd och livsmedel",31,23973.181000000004,452.0,21553.931766229998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,24,Näringsliv,38,9552.305,61.723000000000006,9229.175012549995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,25,Allmänna bidrag till kommuner,5,174280.27000000002,100.1,174244.66640699998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,26,Statsskuldsräntor m.m.,4,20455.2,27866.652000000002,45198.242345880004,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2024,27,Avgiften till Europeiska unionen,1,40759.809,0.0,41186.92542815,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,1,Rikets styrelse,20,20130.981,41.5,19627.737897860003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,2,Samhällsekonomi och finansförvaltning,18,21734.078000000005,242.664,21518.212084910003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,3,"Skatt, tull och exekution",4,14812.398000000001,35.0,14433.98844661,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,4,Rättsväsendet,17,86791.679,598.0,86139.89598496,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,5,Internationell samverkan,10,2278.371,551.5,2551.26919348,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,6,Försvar och samhällets krisberedskap,24,169680.34399999998,-862.2849999999984,163509.38368134,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,7,Internationellt bistånd,6,44499.84399999999,238.0,45410.330001769995,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,8,Migration,8,11937.532000000001,0.0,10173.7752285,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,9,"Hälsovård, sjukvård och social omsorg",34,120254.872,215.6,116298.44449471,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,9,123058.92700000001,303.0,119943.16698030003,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,11,Ekonomisk trygghet vid ålderdom,6,62890.36,0.0,62411.61405724999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,12,Ekonomisk trygghet för familjer och barn,8,104531.449,0.0,100610.18691201002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,13,Integration och jämställdhet,8,6265.767,20.0,5838.86258716,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,14,Arbetsmarknad och arbetsliv,21,93539.39900000002,3516.0,91327.99128866002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,15,Studiestöd,9,33793.466,188.8,30609.70164824,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,16,Utbildning och universitetsforskning,104,103845.14099999996,1037.373,101957.25116871999,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,17,"Kultur, medier, trossamfund och fritid",49,16861.894,54.0,16862.046953200002,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",13,3240.0939999999996,-94.9,2975.7207821,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,19,Regional utveckling,4,4294.201,0.0,3685.8778219900005,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,20,"Klimat, miljö och natur",24,16438.897,40.0,13446.947149389998,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,21,Energi,11,6631.297,0.0,5124.68917412,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,22,Kommunikationer,26,94447.43199999999,679.5,89109.87035276997,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,23,"Areella näringar, landsbygd och livsmedel",29,21697.804000000004,136.42700000000002,21181.48179191,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,24,Näringsliv,31,8315.298,1167.25,8458.624721490001,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,25,Allmänna bidrag till kommuner,6,173107.254,89.318,173190.23719038,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,26,Statsskuldsräntor m.m.,3,28755.2,0.0,30219.71942977,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
2025,27,Avgiften till Europeiska unionen,1,47761.911,0.0,45713.927888,https://www.statskontoret.se/analys-och-statistik/oppna-data/arsutfall/
