session,budget_year,party,expenditure_area,expenditure_area_name,amount_msek,deviation_msek,budget_share_pct,speech_keyword_occurrences,speech_attention_pct,attention_minus_budget_pp,alignment_correlation,source_url
2018/19,2019,SD,9,"Hälsovård, sjukvård och social omsorg",84067,5945,10.0335,0,0.0,-10.0335,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,102132,4475,12.1895,1,3.3333,-8.8562,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,11,Ekonomisk trygghet vid ålderdom,41150,6700,4.9113,2,6.6667,1.7554,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,12,Ekonomisk trygghet för familjer och barn,100075,2743,11.944,0,0.0,-11.944,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,13,Jämställdhet och nyanlända invandrares etablering,10671,-7815,1.2736,0,0.0,-1.2736,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,14,Arbetsmarknad och arbetsliv,74798,-2017,8.9272,3,10.0,1.0728,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,15,Studiestöd,24143,-880,2.8815,0,0.0,-2.8815,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,16,Utbildning och universitetsforskning,82017,670,9.7888,2,6.6667,-3.1221,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,17,"Kultur, medier, trossamfund och fritid",15576,-419,1.859,0,0.0,-1.859,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",5943,-1029,0.7093,1,3.3333,2.624,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,19,Regional tillväxt,4017,520,0.4794,1,3.3333,2.8539,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,20,Allmän miljö- och naturvård,7844,-3992,0.9362,4,13.3333,12.3971,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,21,Energi,2840,-755,0.339,0,0.0,-0.339,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,22,Kommunikationer,61992,2535,7.3988,1,3.3333,-4.0655,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,23,"Areella näringar, landsbygd och livsmedel",20284,497,2.4209,0,0.0,-2.4209,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2018/19,2019,SD,24,Näringsliv,6974,-293,0.8324,0,0.0,-0.8324,-0.1018,https://data.riksdagen.se/dokument/H601FiU1.html
2019/20,2020,KD,1,Rikets styrelse,15306,175,1.4358,1,1.5385,0.1027,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,2,Samhällsekonomi och finansförvaltning,17348,-42,1.6274,0,0.0,-1.6274,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,3,"Skatt, tull och exekution",11946,-111,1.1206,13,20.0,18.8794,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,4,Rättsväsendet,52621,890,4.9362,1,1.5385,-3.3977,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,5,Internationell samverkan,1998,-30,0.1874,0,0.0,-0.1874,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,6,Försvar och samhällets krisberedskap,64800,0,6.0787,2,3.0769,-3.0018,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,7,Internationellt bistånd,45989,0,4.3141,0,0.0,-4.3141,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,8,Migration,11544,98,1.0829,2,3.0769,1.994,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,9,"Hälsovård, sjukvård och social omsorg",91304,7137,8.565,17,26.1538,17.5888,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,95287,-419,8.9386,0,0.0,-8.9386,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,11,Ekonomisk trygghet vid ålderdom,36343,-199,3.4092,1,1.5385,-1.8707,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,12,Ekonomisk trygghet för familjer och barn,104852,3422,9.8359,0,0.0,-9.8359,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,13,Jämställdhet och nyanlända invandrares etablering,10023,-43,0.9402,0,0.0,-0.9402,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,14,Arbetsmarknad och arbetsliv,74142,-3022,6.955,7,10.7692,3.8142,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,15,Studiestöd,22600,-2908,2.12,0,0.0,-2.12,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,16,Utbildning och universitetsforskning,84241,925,7.9024,0,0.0,-7.9024,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,17,"Kultur, medier, trossamfund och fritid",15613,-448,1.4646,0,0.0,-1.4646,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",3227,-500,0.3027,0,0.0,-0.3027,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,19,Regional tillväxt,3693,20,0.3464,0,0.0,-0.3464,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,20,Allmän miljö- och naturvård,10634,-1937,0.9975,2,3.0769,2.0794,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,21,Energi,3174,-295,0.2977,4,6.1538,5.8561,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,22,Kommunikationer,61626,330,5.781,0,0.0,-5.781,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,23,"Areella näringar, landsbygd och livsmedel",19865,75,1.8635,0,0.0,-1.8635,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,24,Näringsliv,6361,-903,0.5967,3,4.6154,4.0187,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,25,Allmänna bidrag till kommuner,129835,1417,12.1794,12,18.4615,6.2821,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,26,Statsskuldsräntor m.m.,29655,0,2.7819,0,0.0,-2.7819,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,KD,27,Avgiften till Europeiska unionen,41990,0,3.939,0,0.0,-3.939,0.354,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,1,Rikets styrelse,14985,-146,1.43,2,2.0619,0.6319,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,2,Samhällsekonomi och finansförvaltning,17362,-28,1.6568,1,1.0309,-0.6259,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,3,"Skatt, tull och exekution",11795,-262,1.1256,6,6.1856,5.06,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,4,Rättsväsendet,54225,2494,5.1746,0,0.0,-5.1746,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,5,Internationell samverkan,2028,0,0.1935,0,0.0,-0.1935,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,6,Försvar och samhällets krisberedskap,65364,564,6.2376,1,1.0309,-5.2067,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,7,Internationellt bistånd,38854,-7135,3.7078,6,6.1856,2.4778,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,8,Migration,10847,-599,1.0351,3,3.0928,2.0577,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,9,"Hälsovård, sjukvård och social omsorg",78097,-6070,7.4527,1,1.0309,-6.4218,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,85500,-10206,8.1591,1,1.0309,-7.1282,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,11,Ekonomisk trygghet vid ålderdom,36137,-405,3.4485,6,6.1856,2.7371,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,12,Ekonomisk trygghet för familjer och barn,100980,-450,9.6364,0,0.0,-9.6364,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,13,Jämställdhet och nyanlända invandrares etablering,9062,-1004,0.8648,2,2.0619,1.1971,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,14,Arbetsmarknad och arbetsliv,74137,-3027,7.0748,13,13.4021,6.3273,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,15,Studiestöd,25141,-367,2.3992,0,0.0,-2.3992,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,16,Utbildning och universitetsforskning,81417,-1899,7.7695,4,4.1237,-3.6458,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,17,"Kultur, medier, trossamfund och fritid",16061,0,1.5327,2,2.0619,0.5292,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",1452,-2275,0.1386,0,0.0,-0.1386,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,19,Regional tillväxt,3673,0,0.3505,0,0.0,-0.3505,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,20,Allmän miljö- och naturvård,12574,3,1.1999,2,2.0619,0.862,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,21,Energi,3215,-254,0.3068,8,8.2474,7.9406,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,22,Kommunikationer,61641,345,5.8823,3,3.0928,-2.7895,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,23,"Areella näringar, landsbygd och livsmedel",19858,68,1.895,0,0.0,-1.895,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,24,Näringsliv,7236,-28,0.6905,18,18.5567,17.8662,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,25,Allmänna bidrag till kommuner,144620,16202,13.8009,17,17.5258,3.7249,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,26,Statsskuldsräntor m.m.,29655,0,2.8299,0,0.0,-2.8299,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,M,27,Avgiften till Europeiska unionen,41990,0,4.007,1,1.0309,-2.9761,0.265,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,1,Rikets styrelse,14575,-556,1.3691,2,5.1282,3.7591,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,2,Samhällsekonomi och finansförvaltning,17162,-228,1.6121,3,7.6923,6.0802,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,3,"Skatt, tull och exekution",12391,334,1.164,1,2.5641,1.4001,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,4,Rättsväsendet,57410,5679,5.3929,0,0.0,-5.3929,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,5,Internationell samverkan,2048,20,0.1924,0,0.0,-0.1924,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,6,Försvar och samhällets krisberedskap,64800,0,6.0871,0,0.0,-6.0871,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,7,Internationellt bistånd,29546,-16443,2.7755,1,2.5641,-0.2114,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,8,Migration,10782,-664,1.0128,1,2.5641,1.5513,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,9,"Hälsovård, sjukvård och social omsorg",88627,4460,8.3254,4,10.2564,1.931,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,100744,5038,9.4636,0,0.0,-9.4636,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,11,Ekonomisk trygghet vid ålderdom,40639,4097,3.8175,0,0.0,-3.8175,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,12,Ekonomisk trygghet för familjer och barn,106721,5291,10.0251,0,0.0,-10.0251,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,13,Jämställdhet och nyanlända invandrares etablering,5156,-4910,0.4843,0,0.0,-0.4843,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,14,Arbetsmarknad och arbetsliv,71995,-5169,6.763,1,2.5641,-4.1989,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,15,Studiestöd,25960,452,2.4386,0,0.0,-2.4386,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,16,Utbildning och universitetsforskning,83829,513,7.8747,0,0.0,-7.8747,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,17,"Kultur, medier, trossamfund och fritid",15948,-113,1.4981,2,5.1282,3.6301,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",4079,352,0.3832,0,0.0,-0.3832,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,19,Regional tillväxt,3673,0,0.345,0,0.0,-0.345,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,20,Allmän miljö- och naturvård,8462,-4109,0.7949,1,2.5641,1.7692,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,21,Energi,2945,-524,0.2766,3,7.6923,7.4157,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,22,Kommunikationer,63941,2645,6.0064,0,0.0,-6.0064,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,23,"Areella näringar, landsbygd och livsmedel",20682,892,1.9428,0,0.0,-1.9428,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,24,Näringsliv,7364,100,0.6918,5,12.8205,12.1287,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,25,Allmänna bidrag till kommuner,133418,5000,12.5329,14,35.8974,23.3645,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,26,Statsskuldsräntor m.m.,29655,0,2.7857,0,0.0,-2.7857,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,SD,27,Avgiften till Europeiska unionen,41990,0,3.9444,1,2.5641,-1.3803,0.3653,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,1,Rikets styrelse,15078,-53,1.3634,1,1.087,-0.2764,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,2,Samhällsekonomi och finansförvaltning,17400,10,1.5733,0,0.0,-1.5733,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,3,"Skatt, tull och exekution",12057,0,1.0902,5,5.4348,4.3446,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,4,Rättsväsendet,51738,7,4.6783,0,0.0,-4.6783,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,5,Internationell samverkan,2028,0,0.1834,1,1.087,0.9036,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,6,Försvar och samhällets krisberedskap,64800,0,5.8593,0,0.0,-5.8593,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,7,Internationellt bistånd,46489,500,4.2036,0,0.0,-4.2036,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,8,Migration,10753,-693,0.9723,0,0.0,-0.9723,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,9,"Hälsovård, sjukvård och social omsorg",87492,3325,7.9112,8,8.6957,0.7845,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,100784,5078,9.1131,1,1.087,-8.0261,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,11,Ekonomisk trygghet vid ålderdom,40142,3600,3.6297,10,10.8696,7.2399,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,12,Ekonomisk trygghet för familjer och barn,101430,0,9.1715,0,0.0,-9.1715,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,13,Jämställdhet och nyanlända invandrares etablering,11976,1910,1.0829,1,1.087,0.0041,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,14,Arbetsmarknad och arbetsliv,82398,5234,7.4506,4,4.3478,-3.1028,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,15,Studiestöd,26418,910,2.3888,0,0.0,-2.3888,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,16,Utbildning och universitetsforskning,86375,3059,7.8102,14,15.2174,7.4072,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,17,"Kultur, medier, trossamfund och fritid",16719,658,1.5118,1,1.087,-0.4248,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",7331,3604,0.6629,0,0.0,-0.6629,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,19,Regional tillväxt,3703,30,0.3348,0,0.0,-0.3348,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,20,Allmän miljö- och naturvård,13721,1150,1.2407,4,4.3478,3.1071,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,21,Energi,4319,850,0.3905,0,0.0,-0.3905,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,22,Kommunikationer,67096,5800,6.067,1,1.087,-4.98,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,23,"Areella näringar, landsbygd och livsmedel",20700,910,1.8717,0,0.0,-1.8717,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,24,Näringsliv,7316,52,0.6615,20,21.7391,21.0776,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,25,Allmänna bidrag till kommuner,136018,7600,12.299,21,22.8261,10.5271,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,26,Statsskuldsräntor m.m.,29655,0,2.6815,0,0.0,-2.6815,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2019/20,2020,V,27,Avgiften till Europeiska unionen,41990,0,3.7968,0,0.0,-3.7968,0.3766,https://data.riksdagen.se/dokument/H701FiU1.html
2022/23,2023,C,1,Rikets styrelse,17688,-526,1.3584,2,3.8462,2.4878,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,2,Samhällsekonomi och finansförvaltning,21003,-83,1.6129,0,0.0,-1.6129,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,3,"Skatt, tull och exekution",13095,-329,1.0056,1,1.9231,0.9175,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,4,Rättsväsendet,76671,-194,5.888,0,0.0,-5.888,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,5,Internationell samverkan,2128,-4,0.1634,0,0.0,-0.1634,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,6,Försvar och samhällets krisberedskap,123204,-25,9.4615,9,17.3077,7.8462,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,7,Internationellt bistånd,57047,7151,4.381,0,0.0,-4.381,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,8,Migration,9482,-67,0.7282,2,3.8462,3.118,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,9,"Hälsovård, sjukvård och social omsorg",96215,-4531,7.3889,1,1.9231,-5.4658,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,113666,-592,8.729,0,0.0,-8.729,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,11,Ekonomisk trygghet vid ålderdom,61681,-10,4.7368,0,0.0,-4.7368,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,12,Ekonomisk trygghet för familjer och barn,109507,-1534,8.4096,0,0.0,-8.4096,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,13,Jämställdhet och nyanlända invandrares etablering,5480,925,0.4208,1,1.9231,1.5023,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,14,Arbetsmarknad och arbetsliv,84847,-5812,6.5159,2,3.8462,-2.6697,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,15,Studiestöd,35104,16,2.6958,0,0.0,-2.6958,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,16,Utbildning och universitetsforskning,94705,-2052,7.2729,7,13.4615,6.1886,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,17,"Kultur, medier, trossamfund och fritid",16694,-136,1.282,1,1.9231,0.6411,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",2864,-18,0.2199,0,0.0,-0.2199,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,19,Regional utveckling,4088,0,0.3139,1,1.9231,1.6092,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,20,Allmän miljö- och naturvård,13647,3682,1.048,5,9.6154,8.5674,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,21,Energi,4146,-483,0.3184,4,7.6923,7.3739,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,22,Kommunikationer,96318,6620,7.3968,0,0.0,-7.3968,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,23,"Areella näringar, landsbygd och livsmedel",21316,534,1.637,2,3.8462,2.2092,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,24,Näringsliv,7400,-26,0.5683,8,15.3846,14.8163,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,25,Allmänna bidrag till kommuner,157651,-141,12.1069,6,11.5385,-0.5684,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,26,Statsskuldsräntor m.m.,9155,0,0.7031,0,0.0,-0.7031,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,C,27,Avgiften till Europeiska unionen,47357,0,3.6368,0,0.0,-3.6368,0.2319,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,1,Rikets styrelse,18536,322,1.2541,7,11.1111,9.857,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,2,Samhällsekonomi och finansförvaltning,21096,10,1.4273,1,1.5873,0.16,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,3,"Skatt, tull och exekution",13254,-170,0.8968,0,0.0,-0.8968,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,4,Rättsväsendet,77065,200,5.2142,0,0.0,-5.2142,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,5,Internationell samverkan,2462,330,0.1666,1,1.5873,1.4207,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,6,Försvar och samhällets krisberedskap,124694,1465,8.4368,2,3.1746,-5.2622,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,7,Internationellt bistånd,69996,20100,4.7359,0,0.0,-4.7359,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,8,Migration,9937,388,0.6723,0,0.0,-0.6723,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,9,"Hälsovård, sjukvård och social omsorg",134799,34053,9.1205,2,3.1746,-5.9459,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,121256,6998,8.2041,0,0.0,-8.2041,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,11,Ekonomisk trygghet vid ålderdom,64481,2790,4.3628,0,0.0,-4.3628,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,12,Ekonomisk trygghet för familjer och barn,123002,11961,8.3223,2,3.1746,-5.1477,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,13,Jämställdhet och nyanlända invandrares etablering,5589,1034,0.3782,3,4.7619,4.3837,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,14,Arbetsmarknad och arbetsliv,93163,2504,6.3034,0,0.0,-6.3034,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,15,Studiestöd,36555,1467,2.4733,0,0.0,-2.4733,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,16,Utbildning och universitetsforskning,102015,5258,6.9023,2,3.1746,-3.7277,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,17,"Kultur, medier, trossamfund och fritid",19671,2841,1.3309,1,1.5873,0.2564,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",9587,6705,0.6487,0,0.0,-0.6487,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,19,Regional utveckling,4655,567,0.315,0,0.0,-0.315,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,20,Allmän miljö- och naturvård,35787,25822,2.4213,26,41.2698,38.8485,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,21,Energi,20335,15706,1.3759,9,14.2857,12.9098,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,22,Kommunikationer,109827,20129,7.4309,0,0.0,-7.4309,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
