session,budget_year,party,expenditure_area,expenditure_area_name,amount_msek,deviation_msek,budget_share_pct,speech_keyword_occurrences,speech_attention_pct,attention_minus_budget_pp,alignment_correlation,source_url
2022/23,2023,MP,23,"Areella näringar, landsbygd och livsmedel",24492,3710,1.6571,1,1.5873,-0.0698,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,24,Näringsliv,7426,0,0.5024,6,9.5238,9.0214,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,25,Allmänna bidrag till kommuner,171792,14000,11.6234,0,0.0,-11.6234,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,26,Statsskuldsräntor m.m.,9155,0,0.6194,0,0.0,-0.6194,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,MP,27,Avgiften till Europeiska unionen,47357,0,3.2042,0,0.0,-3.2042,-0.1603,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,1,Rikets styrelse,17474,-740,1.325,3,3.2967,1.9717,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,2,Samhällsekonomi och finansförvaltning,21136,50,1.6027,7,7.6923,6.0896,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,3,"Skatt, tull och exekution",13424,0,1.0179,4,4.3956,3.3777,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,4,Rättsväsendet,76865,0,5.8284,0,0.0,-5.8284,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,5,Internationell samverkan,2132,0,0.1617,0,0.0,-0.1617,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,6,Försvar och samhällets krisberedskap,123229,0,9.3441,12,13.1868,3.8427,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,7,Internationellt bistånd,53050,3154,4.0226,0,0.0,-4.0226,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,8,Migration,9549,0,0.7241,0,0.0,-0.7241,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,9,"Hälsovård, sjukvård och social omsorg",102929,2183,7.8048,4,4.3956,-3.4092,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,115158,900,8.7321,0,0.0,-8.7321,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,11,Ekonomisk trygghet vid ålderdom,61691,0,4.6778,6,6.5934,1.9156,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,12,Ekonomisk trygghet för familjer och barn,111041,0,8.4199,4,4.3956,-4.0243,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,13,Jämställdhet och nyanlända invandrares etablering,5474,919,0.4151,1,1.0989,0.6838,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,14,Arbetsmarknad och arbetsliv,91255,596,6.9196,1,1.0989,-5.8207,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,15,Studiestöd,35088,0,2.6606,0,0.0,-2.6606,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,16,Utbildning och universitetsforskning,99013,2256,7.5078,5,5.4945,-2.0133,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,17,"Kultur, medier, trossamfund och fritid",17330,500,1.3141,4,4.3956,3.0815,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",3982,1100,0.3019,0,0.0,-0.3019,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,19,Regional utveckling,4088,0,0.31,0,0.0,-0.31,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,20,Allmän miljö- och naturvård,11795,1830,0.8944,7,7.6923,6.7979,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,21,Energi,4271,-358,0.3239,17,18.6813,18.3574,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,22,Kommunikationer,90198,500,6.8394,1,1.0989,-5.7405,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,23,"Areella näringar, landsbygd och livsmedel",20892,110,1.5842,0,0.0,-1.5842,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,24,Näringsliv,7426,0,0.5631,5,5.4945,4.9314,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,25,Allmänna bidrag till kommuner,163792,6000,12.4198,8,8.7912,-3.6286,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,26,Statsskuldsräntor m.m.,9155,0,0.6942,2,2.1978,1.5036,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,S,27,Avgiften till Europeiska unionen,47357,0,3.5909,0,0.0,-3.5909,0.1529,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,1,Rikets styrelse,17495,-719,1.1741,0,0.0,-1.1741,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,2,Samhällsekonomi och finansförvaltning,26185,5099,1.7573,0,0.0,-1.7573,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,3,"Skatt, tull och exekution",13251,-173,0.8893,6,7.6923,6.803,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,4,Rättsväsendet,75020,-1845,5.0346,0,0.0,-5.0346,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,5,Internationell samverkan,2152,20,0.1444,0,0.0,-0.1444,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,6,Försvar och samhällets krisberedskap,123229,0,8.2699,10,12.8205,4.5506,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,7,Internationellt bistånd,63476,13580,4.2599,0,0.0,-4.2599,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,8,Migration,9609,60,0.6449,0,0.0,-0.6449,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,9,"Hälsovård, sjukvård och social omsorg",106337,5591,7.1363,4,5.1282,-2.0081,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,125271,11013,8.4069,3,3.8462,-4.5607,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,11,Ekonomisk trygghet vid ålderdom,72141,10450,4.8414,7,8.9744,4.133,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,12,Ekonomisk trygghet för familjer och barn,115834,4793,7.7736,0,0.0,-7.7736,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,13,Jämställdhet och nyanlända invandrares etablering,6174,1619,0.4143,0,0.0,-0.4143,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,14,Arbetsmarknad och arbetsliv,113425,22766,7.6119,1,1.2821,-6.3298,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,15,Studiestöd,36945,1857,2.4794,0,0.0,-2.4794,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,16,Utbildning och universitetsforskning,106378,9621,7.139,11,14.1026,6.9636,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,17,"Kultur, medier, trossamfund och fritid",18567,1737,1.246,0,0.0,-1.246,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",17032,14150,1.143,4,5.1282,3.9852,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,19,Regional utveckling,4118,30,0.2764,0,0.0,-0.2764,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,20,Allmän miljö- och naturvård,25339,15374,1.7005,0,0.0,-1.7005,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,21,Energi,11529,6900,0.7737,7,8.9744,8.2007,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,22,Kommunikationer,112114,22416,7.5239,3,3.8462,-3.6777,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,23,"Areella näringar, landsbygd och livsmedel",23843,3061,1.6001,0,0.0,-1.6001,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,24,Näringsliv,7956,530,0.5339,16,20.5128,19.9789,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,25,Allmänna bidrag till kommuner,200153,42361,13.4322,6,7.6923,-5.7399,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,26,Statsskuldsräntor m.m.,9165,10,0.6151,0,0.0,-0.6151,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2022/23,2023,V,27,Avgiften till Europeiska unionen,47357,0,3.1781,0,0.0,-3.1781,0.2416,https://data.riksdagen.se/dokument/HA01FiU1.html
2023/24,2024,C,1,Rikets styrelse,18644,-557,1.3222,2,2.6667,1.3445,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,2,Samhällsekonomi och finansförvaltning,22296,-14,1.5812,1,1.3333,-0.2479,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,3,"Skatt, tull och exekution",14432,-47,1.0235,1,1.3333,0.3098,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,4,Rättsväsendet,90822,555,6.441,2,2.6667,-3.7743,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,5,Internationell samverkan,2250,-1,0.1596,0,0.0,-0.1596,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,6,Försvar och samhällets krisberedskap,139757,175,9.9115,15,20.0,10.0885,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,7,Internationellt bistånd,56027,8345,3.9734,0,0.0,-3.9734,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,8,Migration,12928,29,0.9168,2,2.6667,1.7499,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,9,"Hälsovård, sjukvård och social omsorg",104172,-1275,7.3878,1,1.3333,-6.0545,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,116706,-998,8.2767,0,0.0,-8.2767,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,11,Ekonomisk trygghet vid ålderdom,59712,-3,4.2347,0,0.0,-4.2347,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,12,Ekonomisk trygghet för familjer och barn,111510,-1167,7.9082,0,0.0,-7.9082,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,13,Integration och jämställdhet,4780,1491,0.339,0,0.0,-0.339,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,14,Arbetsmarknad och arbetsliv,78835,-11954,5.5909,2,2.6667,-2.9242,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,15,Studiestöd,39238,1842,2.7827,0,0.0,-2.7827,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,16,Utbildning och universitetsforskning,105670,6662,7.4941,9,12.0,4.5059,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,17,"Kultur, medier, trossamfund och fritid",17470,1057,1.239,3,4.0,2.761,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",1564,-64,0.1109,0,0.0,-0.1109,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,19,Regional utveckling,10223,5900,0.725,5,6.6667,5.9417,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,20,"Klimat, miljö och natur",21804,5629,1.5463,3,4.0,2.4537,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,21,Energi,4791,22,0.3398,2,2.6667,2.3269,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,22,Kommunikationer,99708,502,7.0712,1,1.3333,-5.7379,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,23,"Areella näringar, landsbygd och livsmedel",20019,270,1.4197,9,12.0,10.5803,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,24,Näringsliv,7406,8,0.5252,6,8.0,7.4748,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,25,Allmänna bidrag till kommuner,169535,-233,12.0233,11,14.6667,2.6434,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,26,Statsskuldsräntor m.m.,26855,0,1.9045,0,0.0,-1.9045,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,C,27,Avgiften till Europeiska unionen,52897,0,3.7514,0,0.0,-3.7514,0.4103,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,1,Rikets styrelse,19611,410,1.248,1,1.2658,0.0178,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,2,Samhällsekonomi och finansförvaltning,22361,51,1.423,2,2.5316,1.1086,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,3,"Skatt, tull och exekution",14519,40,0.924,0,0.0,-0.924,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,4,Rättsväsendet,91535,1268,5.8253,0,0.0,-5.8253,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,5,Internationell samverkan,2531,280,0.1611,0,0.0,-0.1611,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,6,Försvar och samhällets krisberedskap,141387,1805,8.9978,13,16.4557,7.4579,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,7,Internationellt bistånd,77701,30019,4.9449,0,0.0,-4.9449,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,8,Migration,12730,-169,0.8101,0,0.0,-0.8101,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,9,"Hälsovård, sjukvård och social omsorg",106281,834,6.7637,4,5.0633,-1.7004,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,122044,4340,7.7668,0,0.0,-7.7668,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,11,Ekonomisk trygghet vid ålderdom,59722,7,3.8007,0,0.0,-3.8007,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,12,Ekonomisk trygghet för familjer och barn,117777,5100,7.4953,0,0.0,-7.4953,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,13,Integration och jämställdhet,4894,1605,0.3115,0,0.0,-0.3115,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,14,Arbetsmarknad och arbetsliv,93086,2297,5.924,0,0.0,-5.924,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,15,Studiestöd,39212,1816,2.4954,0,0.0,-2.4954,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,16,Utbildning och universitetsforskning,103396,4388,6.5801,6,7.5949,1.0148,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,17,"Kultur, medier, trossamfund och fritid",19171,2758,1.22,2,2.5316,1.3116,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",9463,7835,0.6022,2,2.5316,1.9294,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,19,Regional utveckling,4323,0,0.2751,1,1.2658,0.9907,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,20,"Klimat, miljö och natur",44820,28645,2.8523,18,22.7848,19.9325,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,21,Energi,21217,16448,1.3502,17,21.519,20.1688,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,22,Kommunikationer,134630,35424,8.5678,0,0.0,-8.5678,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,23,"Areella näringar, landsbygd och livsmedel",24923,5174,1.5861,0,0.0,-1.5861,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,24,Näringsliv,8016,618,0.5101,10,12.6582,12.1481,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,25,Allmänna bidrag till kommuner,196244,26476,12.4889,3,3.7975,-8.6914,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,26,Statsskuldsräntor m.m.,26855,0,1.709,0,0.0,-1.709,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,MP,27,Avgiften till Europeiska unionen,52897,0,3.3663,0,0.0,-3.3663,0.0342,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,1,Rikets styrelse,18806,-395,1.3345,4,6.6667,5.3322,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,2,Samhällsekonomi och finansförvaltning,22320,10,1.5838,0,0.0,-1.5838,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,3,"Skatt, tull och exekution",14579,100,1.0345,4,6.6667,5.6322,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,4,Rättsväsendet,90367,100,6.4124,0,0.0,-6.4124,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,5,Internationell samverkan,2251,0,0.1597,0,0.0,-0.1597,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,6,Försvar och samhällets krisberedskap,139582,0,9.9047,12,20.0,10.0953,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,7,Internationellt bistånd,48682,1000,3.4545,0,0.0,-3.4545,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,8,Migration,12899,0,0.9153,2,3.3333,2.418,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,9,"Hälsovård, sjukvård och social omsorg",106487,1040,7.5563,6,10.0,2.4437,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,117934,230,8.3686,1,1.6667,-6.7019,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,11,Ekonomisk trygghet vid ålderdom,59715,0,4.2374,3,5.0,0.7626,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,12,Ekonomisk trygghet för familjer och barn,112677,0,7.9956,1,1.6667,-6.3289,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,13,Integration och jämställdhet,3859,570,0.2738,0,0.0,-0.2738,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,14,Arbetsmarknad och arbetsliv,91359,570,6.4828,4,6.6667,0.1839,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,15,Studiestöd,37416,20,2.655,1,1.6667,-0.9883,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,16,Utbildning och universitetsforskning,99963,955,7.0934,7,11.6667,4.5733,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,17,"Kultur, medier, trossamfund och fritid",16963,550,1.2037,2,3.3333,2.1296,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",3138,1510,0.2227,0,0.0,-0.2227,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,19,Regional utveckling,4343,20,0.3082,0,0.0,-0.3082,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,20,"Klimat, miljö och natur",16805,630,1.1925,5,8.3333,7.1408,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,21,Energi,4829,60,0.3427,3,5.0,4.6573,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,22,Kommunikationer,99606,400,7.068,1,1.6667,-5.4013,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,23,"Areella näringar, landsbygd och livsmedel",19987,238,1.4183,0,0.0,-1.4183,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,24,Näringsliv,7583,185,0.5381,2,3.3333,2.7952,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,25,Allmänna bidrag till kommuner,177344,7576,12.5843,1,1.6667,-10.9176,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,26,Statsskuldsräntor m.m.,26855,0,1.9056,1,1.6667,-0.2389,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,S,27,Avgiften till Europeiska unionen,52897,0,3.7536,0,0.0,-3.7536,0.3581,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,1,Rikets styrelse,19386,185,1.2519,1,2.2727,1.0208,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,2,Samhällsekonomi och finansförvaltning,23478,1168,1.5162,0,0.0,-1.5162,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,3,"Skatt, tull och exekution",14489,10,0.9357,0,0.0,-0.9357,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,4,Rättsväsendet,89877,-390,5.8042,0,0.0,-5.8042,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,5,Internationell samverkan,2265,14,0.1463,2,4.5455,4.3992,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,6,Försvar och samhällets krisberedskap,139582,0,9.0141,10,22.7273,13.7132,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,7,Internationellt bistånd,64977,17295,4.1962,0,0.0,-4.1962,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,8,Migration,12362,-537,0.7983,1,2.2727,1.4744,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,9,"Hälsovård, sjukvård och social omsorg",111687,6240,7.2126,6,13.6364,6.4238,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,10,Ekonomisk trygghet vid sjukdom och funktionsnedsättning,135478,17774,8.749,0,0.0,-8.749,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,11,Ekonomisk trygghet vid ålderdom,58615,-1100,3.7853,0,0.0,-3.7853,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,12,Ekonomisk trygghet för familjer och barn,133177,20500,8.6004,0,0.0,-8.6004,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,13,Integration och jämställdhet,5134,1845,0.3315,0,0.0,-0.3315,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,14,Arbetsmarknad och arbetsliv,114595,23806,7.4004,1,2.2727,-5.1277,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,15,Studiestöd,37923,527,2.449,0,0.0,-2.449,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,16,Utbildning och universitetsforskning,102449,3441,6.6161,1,2.2727,-4.3434,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,17,"Kultur, medier, trossamfund och fritid",18904,2491,1.2208,0,0.0,-1.2208,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,18,"Samhällsplanering, bostadsförsörjning och byggande samt konsumentpolitik",13780,12152,0.8899,7,15.9091,15.0192,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,19,Regional utveckling,4393,70,0.2837,0,0.0,-0.2837,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,20,"Klimat, miljö och natur",32112,15937,2.0738,0,0.0,-2.0738,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,21,Energi,9799,5030,0.6328,1,2.2727,1.6399,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,22,Kommunikationer,120720,21514,7.796,4,9.0909,1.2949,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,23,"Areella näringar, landsbygd och livsmedel",22151,2402,1.4305,0,0.0,-1.4305,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,24,Näringsliv,8455,1057,0.546,4,9.0909,8.5449,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,25,Allmänna bidrag till kommuner,172939,3171,11.1682,5,11.3636,0.1954,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,26,Statsskuldsräntor m.m.,26865,10,1.7349,1,2.2727,0.5378,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2023/24,2024,V,27,Avgiften till Europeiska unionen,52897,0,3.416,0,0.0,-3.416,0.3646,https://data.riksdagen.se/dokument/HB01FiU1.html
2024/25,2025,C,1,Rikets styrelse,20203,-580,1.3654,0,0.0,-1.3654,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,2,Samhällsekonomi och finansförvaltning,22267,-4,1.5049,1,1.087,-0.4179,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,3,"Skatt, tull och exekution",15493,0,1.0471,6,6.5217,5.4746,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,4,Rättsväsendet,100940,455,6.8218,0,0.0,-6.8218,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,5,Internationell samverkan,2292,0,0.1549,0,0.0,-0.1549,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,6,Försvar och samhällets krisberedskap,167150,350,11.2965,17,18.4783,7.1818,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
2024/25,2025,C,7,Internationellt bistånd,58573,14754,3.9585,0,0.0,-3.9585,0.2525,https://data.riksdagen.se/dokument/HC01FiU1.html
